condition,method,seed,feedback_seed,feedback_rank,epoch,n_train,input_noise,train_label_noise,loss,test_acc
nuisance_dominant,bp,3.0,0.0,0.0,14.0,4096.0,0.05,0.1,0.5669127106666565,0.60107421875
nuisance_dominant,nmnc,2.0,2.0,0.0,14.0,4096.0,0.05,0.1,1.6186524629592896,0.3837890625
nuisance_dominant,dfa_random,3.0,2.0,0.0,14.0,4096.0,0.05,0.1,148581.609375,0.1337890625
nuisance_dominant,dfa_random,3.0,1.0,0.0,14.0,4096.0,0.05,0.1,400288.96875,0.133544921875
nuisance_dominant,nmnc,2.0,1.0,0.0,14.0,4096.0,0.05,0.1,1.537796974182129,0.369873046875
task_aligned,vnc,4.0,0.0,0.0,14.0,1024.0,0.15,0.0,0.1509414166212082,0.926025390625
task_aligned,drtp_random,4.0,2.0,0.0,14.0,1024.0,0.15,0.0,8585431.0,0.494140625
nuisance_dominant,dfa_random,3.0,0.0,0.0,14.0,4096.0,0.05,0.1,27939.42578125,0.19189453125
task_aligned,ndfa_random,4.0,1.0,0.0,14.0,512.0,0.15,0.1,0.4736665487289428,0.9052734375
low_sample_noisy,ndfa_random_kronecker,1.0,1.0,0.0,14.0,2048.0,0.15,0.1,0.0476447120308876,0.70068359375
low_sample_noisy,ndfa_random_kronecker,1.0,0.0,0.0,14.0,2048.0,0.15,0.1,0.0455864407122135,0.703369140625
low_sample_noisy,ndfa_random_kronecker,1.0,2.0,0.0,14.0,2048.0,0.15,0.1,0.042138684540987,0.70458984375
nuisance_dominant,vnc,2.0,2.0,0.0,14.0,4096.0,0.05,0.1,0.8956502079963684,0.541259765625
task_aligned,ndfa_random,4.0,0.0,0.0,14.0,512.0,0.15,0.1,0.4677740037441253,0.89111328125
low_sample_noisy,ndfa_random,1.0,1.0,0.0,14.0,2048.0,0.15,0.1,0.2825756669044494,0.72509765625
low_sample_noisy,ndfa_random,1.0,2.0,0.0,14.0,2048.0,0.15,0.1,0.2465380132198333,0.7197265625
mixed_context,ndfa_random_kronecker,0.0,1.0,0.0,14.0,512.0,0.05,0.1,0.0853519216179847,0.4111328125
mixed_context,drtp_random,0.0,1.0,0.0,14.0,512.0,0.05,0.1,1628553.375,0.115478515625
mixed_context,drtp_random,0.0,0.0,0.0,14.0,512.0,0.05,0.1,1918398.25,0.12841796875
mixed_context,vnc,0.0,0.0,0.0,14.0,512.0,0.05,0.1,1.1318707466125488,0.260986328125
mixed_context,drtp_random,0.0,2.0,0.0,14.0,512.0,0.05,0.1,2360195.5,0.11376953125
task_aligned,fa_random,4.0,1.0,0.0,14.0,2048.0,0.05,0.1,30426.4453125,0.756591796875
task_aligned,fa_random,4.0,0.0,0.0,14.0,2048.0,0.05,0.1,26702.822265625,0.807861328125
mixed_context,ndfa_random_kronecker,0.0,0.0,0.0,14.0,512.0,0.05,0.1,0.079188659787178,0.412353515625
mixed_context,ndfa_random_kronecker,0.0,2.0,0.0,14.0,512.0,0.05,0.1,0.0785160511732101,0.3974609375
mixed_context,nmnc,3.0,1.0,0.0,14.0,1024.0,0.15,0.1,1.2867674827575684,0.317626953125
mixed_context,nmnc,3.0,0.0,0.0,14.0,1024.0,0.15,0.1,1.295233130455017,0.302001953125
mixed_context,vnc,3.0,2.0,0.0,14.0,1024.0,0.15,0.1,1.0716300010681152,0.329833984375
mixed_context,bp,4.0,0.0,0.0,14.0,1024.0,0.15,0.1,0.8460487723350525,0.33251953125
mixed_context,nmnc,3.0,2.0,0.0,14.0,1024.0,0.15,0.1,1.3118305206298828,0.301513671875
mixed_context,vnc,3.0,1.0,0.0,14.0,1024.0,0.15,0.1,1.000098705291748,0.351806640625
task_aligned,nmnc,4.0,0.0,0.0,14.0,4096.0,0.05,0.1,0.676732063293457,0.945068359375
nuisance_dominant,fa_random,3.0,2.0,0.0,14.0,4096.0,0.05,0.1,9390597.0,0.146240234375
nuisance_dominant,ndfa_random,3.0,2.0,0.0,14.0,4096.0,0.05,0.1,0.3312066793441772,0.764892578125
nuisance_dominant,ndfa_random,3.0,1.0,0.0,14.0,4096.0,0.05,0.1,0.3384958803653717,0.75341796875
nuisance_dominant,ndfa_random,3.0,0.0,0.0,14.0,4096.0,0.05,0.1,0.3118110001087188,0.776123046875
task_aligned,drtp_random,4.0,1.0,0.0,14.0,1024.0,0.15,0.0,3049187.5,0.79052734375
task_aligned,drtp_random,4.0,0.0,0.0,14.0,1024.0,0.15,0.0,9256667.0,0.63916015625
nuisance_dominant,fa_random,3.0,1.0,0.0,14.0,4096.0,0.05,0.1,139792.6875,0.131591796875
nuisance_dominant,fa_random,3.0,0.0,0.0,14.0,4096.0,0.05,0.1,4037957.75,0.124267578125
low_sample_noisy,fa_random,1.0,0.0,0.0,14.0,2048.0,0.15,0.1,38046.03125,0.3564453125
low_sample_noisy,ndfa_random,1.0,0.0,0.0,14.0,2048.0,0.15,0.1,0.2648379504680633,0.70654296875
low_sample_noisy,fa_random,1.0,2.0,0.0,14.0,2048.0,0.15,0.1,12610.15625,0.335693359375
low_sample_noisy,fa_random,1.0,1.0,0.0,14.0,2048.0,0.15,0.1,36082.125,0.19140625
task_aligned,ndfa_random,4.0,2.0,0.0,14.0,512.0,0.15,0.1,0.4882334768772125,0.9033203125
low_sample_noisy,dfa_random,1.0,1.0,0.0,14.0,2048.0,0.15,0.1,50957.359375,0.267822265625
low_sample_noisy,dfa_random,1.0,2.0,0.0,14.0,2048.0,0.15,0.1,32326.728515625,0.23046875
task_aligned,ndfa_random_kronecker,4.0,0.0,0.0,14.0,512.0,0.15,0.1,0.1501597315073013,0.8662109375
mixed_context,dfa_random,4.0,2.0,0.0,14.0,1024.0,0.15,0.1,564.0701904296875,0.177978515625
mixed_context,fa_random,4.0,2.0,0.0,14.0,1024.0,0.15,0.1,5403.0,0.1904296875
mixed_context,fa_random,4.0,1.0,0.0,14.0,1024.0,0.15,0.1,3284.29443359375,0.197021484375
mixed_context,fa_random,4.0,0.0,0.0,14.0,1024.0,0.15,0.1,9410.2001953125,0.14697265625
task_aligned,vnc,4.0,2.0,0.0,14.0,4096.0,0.05,0.1,0.6515728831291199,0.948974609375
mixed_context,dfa_random,4.0,0.0,0.0,14.0,1024.0,0.15,0.1,11765.857421875,0.168701171875
mixed_context,dfa_random,4.0,1.0,0.0,14.0,1024.0,0.15,0.1,503.9461059570313,0.2900390625
task_aligned,vnc,4.0,1.0,0.0,14.0,4096.0,0.05,0.1,0.6581531763076782,0.946533203125
mixed_context,ndfa_random,0.0,1.0,0.0,14.0,512.0,0.05,0.1,0.5702918171882629,0.369384765625
mixed_context,ndfa_random,0.0,0.0,0.0,14.0,512.0,0.05,0.1,0.5214973092079163,0.380615234375
mixed_context,ndfa_random,0.0,2.0,0.0,14.0,512.0,0.05,0.1,0.4937334358692169,0.372802734375
task_aligned,vnc,4.0,0.0,0.0,14.0,4096.0,0.05,0.1,0.6615128517150879,0.94384765625
task_aligned,ndfa_random,4.0,0.0,0.0,14.0,2048.0,0.05,0.1,0.4831115901470184,0.94482421875
task_aligned,fa_random,4.0,2.0,0.0,14.0,2048.0,0.05,0.1,25679.158203125,0.75732421875
mixed_context,fa_random,0.0,2.0,0.0,14.0,512.0,0.05,0.1,1402.4517822265625,0.144775390625
mixed_context,fa_random,0.0,1.0,0.0,14.0,512.0,0.05,0.1,4081.57861328125,0.17333984375
mixed_context,dfa_random,0.0,0.0,0.0,14.0,512.0,0.05,0.1,298.8114929199219,0.16552734375
mixed_context,fa_random,0.0,0.0,0.0,14.0,512.0,0.05,0.1,11986.5380859375,0.150390625
mixed_context,dfa_random,0.0,2.0,0.0,14.0,512.0,0.05,0.1,139.2270050048828,0.200927734375
mixed_context,dfa_random,0.0,1.0,0.0,14.0,512.0,0.05,0.1,208.27374267578125,0.160888671875
task_aligned,ndfa_random,4.0,1.0,0.0,14.0,2048.0,0.05,0.1,0.4927575886249542,0.9462890625
mixed_context,bp,0.0,0.0,0.0,14.0,512.0,0.05,0.1,0.8770343065261841,0.27392578125
task_aligned,ndfa_random,4.0,2.0,0.0,14.0,2048.0,0.05,0.1,0.4868835806846618,0.942626953125
task_aligned,drtp_random,4.0,2.0,0.0,14.0,4096.0,0.05,0.1,32899495936.0,0.713134765625
mixed_context,ndfa_random_kronecker,4.0,0.0,0.0,14.0,1024.0,0.15,0.1,0.0515819378197193,0.482421875
mixed_context,ndfa_random,4.0,2.0,0.0,14.0,1024.0,0.15,0.1,0.4370690584182739,0.427978515625
mixed_context,ndfa_random_kronecker,4.0,1.0,0.0,14.0,1024.0,0.15,0.1,0.0598141998052597,0.468994140625
task_aligned,drtp_random,4.0,1.0,0.0,14.0,4096.0,0.05,0.1,93969620992.0,0.56689453125
mixed_context,ndfa_random,4.0,0.0,0.0,14.0,1024.0,0.15,0.1,0.4388755857944488,0.443603515625
mixed_context,ndfa_random,4.0,1.0,0.0,14.0,1024.0,0.15,0.1,0.4444581568241119,0.437744140625
low_sample_noisy,nmnc,0.0,2.0,0.0,14.0,2048.0,0.15,0.1,1.0462645292282104,0.540771484375
low_sample_noisy,nmnc,0.0,1.0,0.0,14.0,2048.0,0.15,0.1,0.7726535201072693,0.64111328125
low_sample_noisy,dfa_random,1.0,0.0,0.0,14.0,2048.0,0.15,0.1,12639.380859375,0.30078125
low_sample_noisy,bp,1.0,0.0,0.0,14.0,2048.0,0.15,0.1,0.4996298253536224,0.59716796875
low_sample_noisy,nmnc,0.0,0.0,0.0,14.0,2048.0,0.15,0.1,0.8620536923408508,0.5908203125
task_aligned,drtp_random,4.0,0.0,0.0,14.0,512.0,0.15,0.1,583643.875,0.434814453125
task_aligned,ndfa_random_kronecker,4.0,2.0,0.0,14.0,512.0,0.15,0.1,0.1559900343418121,0.865478515625
task_aligned,ndfa_random_kronecker,4.0,1.0,0.0,14.0,512.0,0.15,0.1,0.162906527519226,0.878173828125
nuisance_dominant,drtp_random,3.0,0.0,0.0,14.0,4096.0,0.05,0.1,2740943060992.0,0.12646484375
nuisance_dominant,ndfa_random_kronecker,3.0,2.0,0.0,14.0,4096.0,0.05,0.1,0.0711892023682594,0.758056640625
nuisance_dominant,drtp_random,3.0,1.0,0.0,14.0,4096.0,0.05,0.1,4504535695360.0,0.11767578125
task_aligned,ndfa_random_kronecker,4.0,2.0,0.0,14.0,1024.0,0.15,0.0,0.017661690711975,0.92919921875
task_aligned,ndfa_random_kronecker,4.0,1.0,0.0,14.0,1024.0,0.15,0.0,0.0173426494002342,0.92529296875
nuisance_dominant,ndfa_random_kronecker,3.0,1.0,0.0,14.0,4096.0,0.05,0.1,0.0698989108204841,0.744873046875
nuisance_dominant,ndfa_random_kronecker,3.0,0.0,0.0,14.0,4096.0,0.05,0.1,0.0614174380898475,0.753173828125
task_aligned,ndfa_random_kronecker,4.0,0.0,0.0,14.0,1024.0,0.15,0.0,0.0157322511076927,0.92529296875
nuisance_dominant,nmnc,3.0,0.0,0.0,14.0,4096.0,0.05,0.1,1.7242202758789062,0.340576171875
nuisance_dominant,vnc,3.0,2.0,0.0,14.0,4096.0,0.05,0.1,0.7754426002502441,0.545654296875
nuisance_dominant,nmnc,3.0,2.0,0.0,14.0,4096.0,0.05,0.1,1.9145692586898804,0.30419921875
nuisance_dominant,nmnc,3.0,1.0,0.0,14.0,4096.0,0.05,0.1,1.2985589504241943,0.387451171875
task_aligned,ndfa_random,4.0,2.0,0.0,14.0,1024.0,0.15,0.0,0.0586741976439952,0.93359375
task_aligned,ndfa_random,4.0,1.0,0.0,14.0,1024.0,0.15,0.0,0.0565597116947174,0.932861328125
nuisance_dominant,drtp_random,3.0,2.0,0.0,14.0,4096.0,0.05,0.1,4538877607936.0,0.11767578125
nuisance_dominant,vnc,3.0,1.0,0.0,14.0,4096.0,0.05,0.1,0.6780589818954468,0.627685546875
nuisance_dominant,vnc,3.0,0.0,0.0,14.0,4096.0,0.05,0.1,0.7985404133796692,0.5576171875
low_sample_noisy,vnc,0.0,0.0,0.0,14.0,2048.0,0.15,0.1,0.6796326041221619,0.611083984375
low_sample_noisy,drtp_random,0.0,2.0,0.0,14.0,2048.0,0.15,0.1,14514479104.0,0.118896484375
low_sample_noisy,vnc,0.0,2.0,0.0,14.0,2048.0,0.15,0.1,0.5784645080566406,0.6572265625
low_sample_noisy,vnc,0.0,1.0,0.0,14.0,2048.0,0.15,0.1,0.5662385821342468,0.67529296875
task_aligned,drtp_random,4.0,1.0,0.0,14.0,512.0,0.15,0.1,319973.0625,0.337158203125
low_sample_noisy,drtp_random,0.0,0.0,0.0,14.0,2048.0,0.15,0.1,11176498176.0,0.125732421875
low_sample_noisy,ndfa_random_kronecker,0.0,2.0,0.0,14.0,2048.0,0.15,0.1,0.0448685325682163,0.71240234375
low_sample_noisy,drtp_random,0.0,1.0,0.0,14.0,2048.0,0.15,0.1,6751033856.0,0.14453125
task_aligned,drtp_random,4.0,2.0,0.0,14.0,512.0,0.15,0.1,156482.140625,0.50634765625
mixed_context,nmnc,4.0,0.0,0.0,14.0,512.0,0.15,0.0,1.2931995391845703,0.240966796875
mixed_context,vnc,4.0,2.0,0.0,14.0,512.0,0.15,0.0,0.9325653910636902,0.27783203125
mixed_context,nmnc,4.0,2.0,0.0,14.0,512.0,0.15,0.0,1.292496919631958,0.245361328125
mixed_context,nmnc,4.0,1.0,0.0,14.0,512.0,0.15,0.0,1.303866267204285,0.251220703125
task_aligned,ndfa_random_kronecker,4.0,1.0,0.0,14.0,2048.0,0.05,0.1,0.2794426679611206,0.91650390625
task_aligned,ndfa_random_kronecker,4.0,0.0,0.0,14.0,2048.0,0.05,0.1,0.2567788064479828,0.911865234375
mixed_context,drtp_random,4.0,2.0,0.0,14.0,512.0,0.15,0.0,1320179.375,0.130859375
mixed_context,vnc,4.0,1.0,0.0,14.0,512.0,0.15,0.0,0.9789204597473145,0.267333984375
mixed_context,vnc,4.0,0.0,0.0,14.0,512.0,0.15,0.0,0.9602122902870178,0.2666015625
mixed_context,vnc,4.0,0.0,0.0,14.0,1024.0,0.15,0.1,0.9922695755958556,0.327880859375
mixed_context,drtp_random,4.0,2.0,0.0,14.0,1024.0,0.15,0.1,47632052.0,0.126708984375
mixed_context,vnc,4.0,2.0,0.0,14.0,1024.0,0.15,0.1,1.0238703489303589,0.3291015625
mixed_context,vnc,4.0,1.0,0.0,14.0,1024.0,0.15,0.1,1.0210212469100952,0.312744140625
task_aligned,ndfa_random_kronecker,4.0,2.0,0.0,14.0,2048.0,0.05,0.1,0.2742983698844909,0.920166015625
task_aligned,drtp_random,4.0,0.0,0.0,14.0,4096.0,0.05,0.1,91620106240.0,0.495361328125
task_aligned,ndfa_random_kronecker,4.0,2.0,0.0,14.0,4096.0,0.05,0.1,0.3295307159423828,0.922119140625
mixed_context,drtp_random,4.0,1.0,0.0,14.0,1024.0,0.15,0.1,77647320.0,0.126708984375
mixed_context,drtp_random,4.0,0.0,0.0,14.0,1024.0,0.15,0.1,108859936.0,0.12060546875
mixed_context,ndfa_random_kronecker,4.0,2.0,0.0,14.0,1024.0,0.15,0.1,0.059205524623394,0.46875
nuisance_dominant,dfa_random,4.0,0.0,0.0,14.0,4096.0,0.05,0.1,86091.125,0.13427734375
nuisance_dominant,fa_random,4.0,0.0,0.0,14.0,4096.0,0.05,0.1,153625.40625,0.113037109375
nuisance_dominant,dfa_random,4.0,2.0,0.0,14.0,4096.0,0.05,0.1,109159.890625,0.139404296875
nuisance_dominant,dfa_random,4.0,1.0,0.0,14.0,4096.0,0.05,0.1,35967.3125,0.157470703125
task_aligned,fa_random,4.0,2.0,0.0,14.0,1024.0,0.15,0.0,557.3362426757812,0.890380859375
nuisance_dominant,bp,4.0,0.0,0.0,14.0,4096.0,0.05,0.1,0.6102356910705566,0.5771484375
task_aligned,ndfa_random,4.0,0.0,0.0,14.0,1024.0,0.15,0.0,0.0553472302854061,0.931640625
task_aligned,vnc,4.0,1.0,0.0,14.0,512.0,0.15,0.1,0.6897462606430054,0.896728515625
low_sample_noisy,ndfa_random_kronecker,0.0,0.0,0.0,14.0,2048.0,0.15,0.1,0.0572562739253044,0.702392578125
low_sample_noisy,ndfa_random,0.0,2.0,0.0,14.0,2048.0,0.15,0.1,0.2912492752075195,0.7255859375
low_sample_noisy,ndfa_random_kronecker,0.0,1.0,0.0,14.0,2048.0,0.15,0.1,0.0563111752271652,0.723388671875
task_aligned,vnc,4.0,0.0,0.0,14.0,512.0,0.15,0.1,0.6853192448616028,0.890625
low_sample_noisy,ndfa_random,0.0,0.0,0.0,14.0,2048.0,0.15,0.1,0.3337014317512512,0.731201171875
low_sample_noisy,ndfa_random,0.0,1.0,0.0,14.0,2048.0,0.15,0.1,0.3199676871299743,0.751220703125
mixed_context,nmnc,4.0,2.0,0.0,14.0,1024.0,0.15,0.1,1.2850639820098877,0.292724609375
mixed_context,nmnc,4.0,1.0,0.0,14.0,1024.0,0.15,0.1,1.272693157196045,0.297119140625
mixed_context,dfa_random,0.0,0.0,0.0,14.0,1024.0,0.05,0.2,1091.567138671875,0.19482421875
mixed_context,bp,0.0,0.0,0.0,14.0,1024.0,0.05,0.2,0.9776042103767396,0.349609375
task_aligned,ndfa_random,4.0,2.0,0.0,14.0,4096.0,0.05,0.1,0.5359247326850891,0.952392578125
mixed_context,nmnc,4.0,0.0,0.0,14.0,1024.0,0.15,0.1,1.2852277755737305,0.2861328125
task_aligned,ndfa_random_kronecker,4.0,1.0,0.0,14.0,4096.0,0.05,0.1,0.3316090703010559,0.9228515625
mixed_context,drtp_random,4.0,0.0,0.0,14.0,512.0,0.15,0.0,3567820.75,0.12939453125
mixed_context,ndfa_random_kronecker,4.0,2.0,0.0,14.0,512.0,0.15,0.0,0.0525953993201255,0.431640625
mixed_context,drtp_random,4.0,1.0,0.0,14.0,512.0,0.15,0.0,2781545.25,0.126220703125
task_aligned,ndfa_random_kronecker,4.0,0.0,0.0,14.0,4096.0,0.05,0.1,0.337577074766159,0.918212890625
task_aligned,drtp_random,4.0,1.0,0.0,14.0,2048.0,0.05,0.1,2092985600.0,0.53173828125
task_aligned,drtp_random,4.0,0.0,0.0,14.0,2048.0,0.05,0.1,1438964992.0,0.5927734375
mixed_context,ndfa_random_kronecker,4.0,1.0,0.0,14.0,512.0,0.15,0.0,0.050105158239603,0.44970703125
mixed_context,ndfa_random_kronecker,4.0,0.0,0.0,14.0,512.0,0.15,0.0,0.0512053482234478,0.43701171875
mixed_context,fa_random,4.0,2.0,0.0,14.0,512.0,0.15,0.0,7758.36669921875,0.16259765625
mixed_context,ndfa_random,4.0,2.0,0.0,14.0,512.0,0.15,0.0,0.3676074743270874,0.39453125
mixed_context,ndfa_random,4.0,1.0,0.0,14.0,512.0,0.15,0.0,0.3686628341674804,0.405029296875
mixed_context,ndfa_random,4.0,0.0,0.0,14.0,512.0,0.15,0.0,0.4029593467712402,0.389892578125
task_aligned,drtp_random,4.0,2.0,0.0,14.0,2048.0,0.05,0.1,901775936.0,0.517822265625
mixed_context,fa_random,4.0,0.0,0.0,14.0,512.0,0.15,0.0,2132.9208984375,0.126708984375
mixed_context,fa_random,4.0,1.0,0.0,14.0,512.0,0.15,0.0,5913.58251953125,0.159423828125
task_aligned,vnc,4.0,0.0,0.0,14.0,2048.0,0.05,0.1,0.6075034737586975,0.939208984375
mixed_context,fa_random,0.0,0.0,0.0,14.0,1024.0,0.05,0.2,12988.41015625,0.176513671875
mixed_context,ndfa_random,0.0,0.0,0.0,14.0,1024.0,0.05,0.2,0.6141940951347351,0.42529296875
mixed_context,fa_random,0.0,2.0,0.0,14.0,1024.0,0.05,0.2,1620.7520751953125,0.2197265625
mixed_context,fa_random,0.0,1.0,0.0,14.0,1024.0,0.05,0.2,15404.615234375,0.201904296875
task_aligned,ndfa_random,4.0,0.0,0.0,14.0,4096.0,0.05,0.1,0.5418523550033569,0.9521484375
mixed_context,dfa_random,0.0,1.0,0.0,14.0,1024.0,0.05,0.2,3176.81982421875,0.2080078125
mixed_context,dfa_random,0.0,2.0,0.0,14.0,1024.0,0.05,0.2,273.574462890625,0.2421875
task_aligned,ndfa_random,4.0,1.0,0.0,14.0,4096.0,0.05,0.1,0.5575451850891113,0.9541015625
low_sample_noisy,dfa_random,0.0,2.0,0.0,14.0,2048.0,0.15,0.1,103.15277099609376,0.597412109375
low_sample_noisy,fa_random,0.0,2.0,0.0,14.0,2048.0,0.15,0.1,16503.095703125,0.36083984375
low_sample_noisy,fa_random,0.0,1.0,0.0,14.0,2048.0,0.15,0.1,1503.7177734375,0.197998046875
low_sample_noisy,fa_random,0.0,0.0,0.0,14.0,2048.0,0.15,0.1,1217.8388671875,0.202880859375
task_aligned,vnc,4.0,2.0,0.0,14.0,512.0,0.15,0.1,0.6786836981773376,0.888916015625
low_sample_noisy,dfa_random,0.0,1.0,0.0,14.0,2048.0,0.15,0.1,2344.702392578125,0.48828125
low_sample_noisy,dfa_random,0.0,0.0,0.0,14.0,2048.0,0.15,0.1,742.7467041015625,0.50244140625
task_aligned,nmnc,4.0,0.0,0.0,14.0,512.0,0.15,0.1,0.7526451945304871,0.87158203125
nuisance_dominant,ndfa_random,4.0,1.0,0.0,14.0,4096.0,0.05,0.1,0.3904266357421875,0.75927734375
nuisance_dominant,ndfa_random,4.0,0.0,0.0,14.0,4096.0,0.05,0.1,0.4028053879737854,0.752197265625
nuisance_dominant,ndfa_random,4.0,2.0,0.0,14.0,4096.0,0.05,0.1,0.4655960202217102,0.726806640625
task_aligned,fa_random,4.0,1.0,0.0,14.0,1024.0,0.15,0.0,144.28643798828125,0.9306640625
task_aligned,fa_random,4.0,0.0,0.0,14.0,1024.0,0.15,0.0,788.3759765625,0.868896484375
nuisance_dominant,fa_random,4.0,2.0,0.0,14.0,4096.0,0.05,0.1,9907390.0,0.128173828125
nuisance_dominant,fa_random,4.0,1.0,0.0,14.0,4096.0,0.05,0.1,70347.078125,0.123779296875
task_aligned,dfa_random,4.0,2.0,0.0,14.0,1024.0,0.15,0.0,0.0655778720974922,0.933349609375
nuisance_dominant,drtp_random,4.0,1.0,0.0,14.0,4096.0,0.05,0.1,7517077766144.0,0.112060546875
nuisance_dominant,drtp_random,4.0,0.0,0.0,14.0,4096.0,0.05,0.1,14053614288896.0,0.123779296875
nuisance_dominant,vnc,4.0,0.0,0.0,14.0,4096.0,0.05,0.1,0.850602924823761,0.539306640625
nuisance_dominant,drtp_random,4.0,2.0,0.0,14.0,4096.0,0.05,0.1,4161745190912.0,0.123779296875
task_aligned,dfa_random,4.0,1.0,0.0,14.0,1024.0,0.15,0.0,0.0807520970702171,0.919921875
nuisance_dominant,ndfa_random_kronecker,4.0,1.0,0.0,14.0,4096.0,0.05,0.1,0.0755805596709251,0.728515625
nuisance_dominant,ndfa_random_kronecker,4.0,0.0,0.0,14.0,4096.0,0.05,0.1,0.078705333173275,0.71875
nuisance_dominant,ndfa_random_kronecker,4.0,2.0,0.0,14.0,4096.0,0.05,0.1,0.0828175768256187,0.7509765625
low_sample_noisy,nmnc,4.0,1.0,0.0,14.0,2048.0,0.05,0.1,0.7654576897621155,0.6357421875
low_sample_noisy,nmnc,4.0,0.0,0.0,14.0,2048.0,0.05,0.1,0.6947470307350159,0.650390625
low_sample_noisy,vnc,4.0,2.0,0.0,14.0,2048.0,0.05,0.1,0.7026089429855347,0.6123046875
low_sample_noisy,bp,0.0,0.0,0.0,14.0,2048.0,0.15,0.1,0.4670012295246124,0.667724609375
low_sample_noisy,nmnc,4.0,2.0,0.0,14.0,2048.0,0.05,0.1,0.6649331450462341,0.6767578125
task_aligned,nmnc,4.0,2.0,0.0,14.0,512.0,0.15,0.1,0.7444661259651184,0.87451171875
task_aligned,nmnc,4.0,1.0,0.0,14.0,512.0,0.15,0.1,0.7430639863014221,0.8779296875
low_sample_noisy,vnc,4.0,1.0,0.0,14.0,2048.0,0.05,0.1,0.5121159553527832,0.701171875
mixed_context,bp,4.0,0.0,0.0,14.0,512.0,0.15,0.0,0.7747212648391724,0.284423828125
mixed_context,nmnc,3.0,2.0,0.0,14.0,512.0,0.15,0.0,1.3333330154418943,0.2216796875
mixed_context,dfa_random,4.0,2.0,0.0,14.0,512.0,0.15,0.0,200.6942443847656,0.1630859375
mixed_context,dfa_random,4.0,1.0,0.0,14.0,512.0,0.15,0.0,542.3450317382812,0.139892578125
mixed_context,nmnc,3.0,1.0,0.0,14.0,512.0,0.15,0.0,1.3685826063156128,0.22509765625
task_aligned,vnc,4.0,2.0,0.0,14.0,2048.0,0.05,0.1,0.6015409231185913,0.940673828125
task_aligned,vnc,4.0,1.0,0.0,14.0,2048.0,0.05,0.1,0.6050273180007935,0.93994140625
mixed_context,dfa_random,4.0,0.0,0.0,14.0,512.0,0.15,0.0,434.3907470703125,0.1201171875
mixed_context,ndfa_random,0.0,1.0,0.0,14.0,1024.0,0.05,0.2,0.5798649787902832,0.435791015625
mixed_context,ndfa_random_kronecker,0.0,1.0,0.0,14.0,1024.0,0.05,0.2,0.0884018093347549,0.456298828125
mixed_context,ndfa_random_kronecker,0.0,0.0,0.0,14.0,1024.0,0.05,0.2,0.0956980362534523,0.436279296875
mixed_context,ndfa_random_kronecker,0.0,2.0,0.0,14.0,1024.0,0.05,0.2,0.0841210409998893,0.4462890625
mixed_context,vnc,3.0,2.0,0.0,14.0,512.0,0.15,0.0,1.0086933374404907,0.2470703125
task_aligned,fa_random,4.0,2.0,0.0,14.0,4096.0,0.05,0.1,92710.3515625,0.84716796875
task_aligned,fa_random,4.0,1.0,0.0,14.0,4096.0,0.05,0.1,130809.1875,0.58837890625
mixed_context,ndfa_random,0.0,2.0,0.0,14.0,1024.0,0.05,0.2,0.5550492405891418,0.43310546875
nuisance_dominant,nmnc,4.0,1.0,0.0,14.0,4096.0,0.05,0.1,2.035722017288208,0.25732421875
nuisance_dominant,nmnc,4.0,0.0,0.0,14.0,4096.0,0.05,0.1,1.457693099975586,0.344482421875
nuisance_dominant,vnc,4.0,2.0,0.0,14.0,4096.0,0.05,0.1,0.7782332301139832,0.57080078125
nuisance_dominant,bp,0.0,0.0,0.0,14.0,4096.0,0.15,0.1,0.7287192940711975,0.489013671875
nuisance_dominant,vnc,4.0,1.0,0.0,14.0,4096.0,0.05,0.1,0.9062605500221252,0.497314453125
task_aligned,dfa_random,4.0,0.0,0.0,14.0,1024.0,0.15,0.0,0.1143171116709709,0.91455078125
task_aligned,bp,4.0,0.0,0.0,14.0,1024.0,0.15,0.0,0.1356192827224731,0.93115234375
low_sample_noisy,ndfa_random_kronecker,4.0,0.0,0.0,14.0,2048.0,0.05,0.1,0.0473255328834056,0.763916015625
low_sample_noisy,drtp_random,4.0,1.0,0.0,14.0,2048.0,0.05,0.1,15642236928.0,0.114501953125
low_sample_noisy,drtp_random,4.0,0.0,0.0,14.0,2048.0,0.05,0.1,21893607424.0,0.12646484375
low_sample_noisy,vnc,4.0,0.0,0.0,14.0,2048.0,0.05,0.1,0.5789117217063904,0.6396484375
low_sample_noisy,drtp_random,4.0,2.0,0.0,14.0,2048.0,0.05,0.1,6053597696.0,0.138671875
task_aligned,dfa_random,0.0,0.0,0.0,14.0,512.0,0.05,0.2,0.9422763586044312,0.88818359375
task_aligned,bp,0.0,0.0,0.0,14.0,512.0,0.05,0.2,0.9462878704071044,0.911376953125
low_sample_noisy,ndfa_random_kronecker,4.0,2.0,0.0,14.0,2048.0,0.05,0.1,0.0492735765874385,0.76904296875
low_sample_noisy,ndfa_random_kronecker,4.0,1.0,0.0,14.0,2048.0,0.05,0.1,0.0531751923263073,0.76806640625
task_aligned,nmnc,4.0,1.0,0.0,14.0,2048.0,0.05,0.1,0.6426709890365601,0.937255859375
mixed_context,vnc,3.0,1.0,0.0,14.0,512.0,0.15,0.0,1.052730917930603,0.240234375
